TransactionDate,Description,DebitAmount,CreditAmount,Balance
2028-03-31,INWARD REMITTANCE,,28754.54,14487561.50
2028-04-02,REFUND,,46674.00,14534235.50
2028-04-03,EMI DEBIT,13057.36,,14521178.14
2028-04-05,EMI DEBIT,6914.28,,14514263.86
2028-04-05,POS PURCHASE,15394.25,,14498869.61
2028-04-05,ATM WITHDRAWAL,4147.01,,14494722.60
2028-04-05,SALARY,,38109.86,14532832.46
2028-04-05,REFUND,,32179.36,14565011.82
2028-04-06,EMI DEBIT,16270.41,,14548741.41
2028-04-08,CASH DEPOSIT,,31467.09,14580208.50
2028-04-09,POS PURCHASE,14001.61,,14566206.89
2028-04-09,UTILITY BILL,598.95,,14565607.94
2028-04-11,ATM WITHDRAWAL,8114.66,,14557493.28
2028-04-12,EMI DEBIT,8420.84,,14549072.44
2028-04-13,REFUND,,9850.74,14558923.18
2028-04-15,ATM WITHDRAWAL,8129.48,,14550793.70
2028-04-17,POS PURCHASE,1375.32,,14549418.38
2028-04-19,UTILITY BILL,13814.52,,14535603.86
2028-04-19,SALARY,,43131.12,14578734.98
2028-04-20,POS PURCHASE,7194.92,,14571540.06
2028-04-20,CASH DEPOSIT,,6556.04,14578096.10
2028-04-22,UTILITY BILL,10235.21,,14567860.89
2028-04-22,SALARY,,26357.57,14594218.46
2028-04-24,POS PURCHASE,13508.04,,14580710.42
2028-04-26,UTILITY BILL,12696.57,,14568013.85
2028-04-28,UTILITY BILL,6059.73,,14561954.12
2028-04-30,UTILITY BILL,6789.67,,14555164.45
2028-05-02,REFUND,,15638.98,14570803.43
2028-05-04,IMPS TRANSFER,14769.72,,14556033.71
2028-05-06,SALARY,,43469.98,14599503.69
2028-05-08,CASH DEPOSIT,,12032.39,14611536.08
2028-05-10,UTILITY BILL,14026.56,,14597509.52
2028-05-10,POS PURCHASE,14379.23,,14583130.29
2028-05-10,ATM WITHDRAWAL,17045.38,,14566084.91
2028-05-11,IMPS TRANSFER,18183.24,,14547901.67
2028-05-11,CASH DEPOSIT,,19403.07,14567304.74
2028-05-11,EMI DEBIT,8318.42,,14558986.32
2028-05-12,NEFT TRANSFER,,11703.38,14570689.70
2028-05-13,EMI DEBIT,16996.81,,14553692.89
2028-05-13,CASH DEPOSIT,,36704.17,14590397.06
2028-05-13,NEFT TRANSFER,,13565.08,14603962.14
2028-05-14,POS PURCHASE,11569.58,,14592392.56
2028-05-14,ATM WITHDRAWAL,15702.35,,14576690.21
2028-05-14,CASH DEPOSIT,,37166.44,14613856.65
2028-05-16,INWARD REMITTANCE,,7658.05,14621514.70
2028-05-17,POS PURCHASE,9175.27,,14612339.43
2028-05-18,CASH DEPOSIT,,9788.20,14622127.63
2028-05-19,CASH DEPOSIT,,12695.36,14634822.99
2028-05-21,ATM WITHDRAWAL,953.65,,14633869.34
2028-05-21,UTILITY BILL,18303.46,,14615565.88
2028-05-23,NEFT TRANSFER,,39892.83,14655458.71
2028-05-24,POS PURCHASE,9268.08,,14646190.63
2028-05-24,UTILITY BILL,14079.69,,14632110.94
2028-05-24,IMPS TRANSFER,18205.31,,14613905.63
2028-05-26,POS PURCHASE,16087.63,,14597818.00
2028-05-26,ATM WITHDRAWAL,12096.40,,14585721.60
2028-05-28,IMPS TRANSFER,9959.71,,14575761.89
2028-05-29,NEFT TRANSFER,,44809.91,14620571.80
2028-05-30,INWARD REMITTANCE,,7381.52,14627953.32
2028-06-01,UTILITY BILL,1201.26,,14626752.06
2028-06-03,IMPS TRANSFER,19374.94,,14607377.12
2028-06-03,REFUND,,45574.25,14652951.37
2028-06-03,NEFT TRANSFER,,37147.43,14690098.80
2028-06-03,ATM WITHDRAWAL,6313.84,,14683784.96
2028-06-04,INWARD REMITTANCE,,36485.95,14720270.91
2028-06-04,CASH DEPOSIT,,45849.85,14766120.76
2028-06-04,INWARD REMITTANCE,,5354.52,14771475.28
2028-06-05,IMPS TRANSFER,17333.81,,14754141.47
2028-06-05,POS PURCHASE,15194.11,,14738947.36
2028-06-05,SALARY,,30395.84,14769343.20
2028-06-06,CASH DEPOSIT,,9045.47,14778388.67
2028-06-06,IMPS TRANSFER,10315.08,,14768073.59
2028-06-07,IMPS TRANSFER,5931.75,,14762141.84
2028-06-08,POS PURCHASE,13476.97,,14748664.87
2028-06-10,SALARY,,25383.61,14774048.48
2028-06-12,IMPS TRANSFER,14275.45,,14759773.03
2028-06-13,INWARD REMITTANCE,,22587.43,14782360.46
2028-06-14,EMI DEBIT,18113.21,,14764247.25
2028-06-16,REFUND,,11383.79,14775631.04
2028-06-18,ATM WITHDRAWAL,16155.70,,14759475.34
2028-06-19,POS PURCHASE,15069.13,,14744406.21
2028-06-20,UTILITY BILL,14991.73,,14729414.48
2028-06-21,UTILITY BILL,2143.31,,14727271.17
2028-06-22,POS PURCHASE,15673.69,,14711597.48
2028-06-23,CASH DEPOSIT,,34874.53,14746472.01
2028-06-23,UTILITY BILL,18135.77,,14728336.24
2028-06-23,SALARY,,23139.17,14751475.41
2028-06-25,INWARD REMITTANCE,,22355.38,14773830.79
2028-06-26,IMPS TRANSFER,11391.57,,14762439.22
2028-06-28,NEFT TRANSFER,,28784.48,14791223.70
2028-06-29,ATM WITHDRAWAL,9034.60,,14782189.10
2028-06-29,EMI DEBIT,3719.27,,14778469.83
2028-06-30,SALARY,,7250.00,14785719.83
2028-06-30,REFUND,,38500.90,14824220.73
2028-06-30,REFUND,,46443.01,14870663.74
2028-07-02,ATM WITHDRAWAL,1944.81,,14868718.93
2028-07-03,REFUND,,8865.73,14877584.66
2028-07-03,POS PURCHASE,9602.06,,14867982.60
2028-07-03,UTILITY BILL,2368.16,,14865614.44
2028-07-05,EMI DEBIT,2289.75,,14863324.69
2028-07-07,EMI DEBIT,1122.75,,14862201.94
2028-07-09,UTILITY BILL,13729.19,,14848472.75
2028-07-09,POS PURCHASE,7735.34,,14840737.41
2028-07-11,UTILITY BILL,14211.41,,14826526.00
2028-07-13,UTILITY BILL,15372.90,,14811153.10
2028-07-15,SALARY,,38851.47,14850004.57
2028-07-16,ATM WITHDRAWAL,8883.67,,14841120.90
2028-07-18,IMPS TRANSFER,12735.75,,14828385.15
2028-07-20,NEFT TRANSFER,,4916.34,14833301.49
2028-07-20,IMPS TRANSFER,7557.28,,14825744.21
2028-07-20,UTILITY BILL,12475.27,,14813268.94
2028-07-22,CASH DEPOSIT,,10378.61,14823647.55
2028-07-24,NEFT TRANSFER,,4379.90,14828027.45
2028-07-24,CASH DEPOSIT,,28538.09,14856565.54
2028-07-25,UTILITY BILL,5165.86,,14851399.68
2028-07-26,ATM WITHDRAWAL,4574.30,,14846825.38
2028-07-27,INWARD REMITTANCE,,15505.74,14862331.12
2028-07-28,UTILITY BILL,17643.53,,14844687.59
2028-07-29,SALARY,,6600.61,14851288.20
2028-07-29,IMPS TRANSFER,15282.12,,14836006.08
2028-07-31,REFUND,,3007.45,14839013.53
2028-08-02,IMPS TRANSFER,7345.87,,14831667.66
2028-08-03,EMI DEBIT,410.52,,14831257.14
2028-08-04,UTILITY BILL,10574.02,,14820683.12
2028-08-06,ATM WITHDRAWAL,8291.31,,14812391.81
2028-08-07,NEFT TRANSFER,,32938.38,14845330.19
2028-08-08,UTILITY BILL,10379.81,,14834950.38
2028-08-09,UTILITY BILL,12630.65,,14822319.73
2028-08-10,INWARD REMITTANCE,,6614.42,14828934.15
2028-08-10,SALARY,,18319.77,14847253.92
2028-08-10,INWARD REMITTANCE,,23138.23,14870392.15
2028-08-10,CASH DEPOSIT,,13048.51,14883440.66
2028-08-12,IMPS TRANSFER,19302.55,,14864138.11
2028-08-12,SALARY,,12951.88,14877089.99
2028-08-14,CASH DEPOSIT,,23896.04,14900986.03
2028-08-14,IMPS TRANSFER,14704.42,,14886281.61
2028-08-14,ATM WITHDRAWAL,7960.33,,14878321.28
2028-08-16,NEFT TRANSFER,,31969.81,14910291.09
2028-08-16,EMI DEBIT,10396.33,,14899894.76
2028-08-16,EMI DEBIT,12221.66,,14887673.10
2028-08-18,EMI DEBIT,19991.16,,14867681.94
2028-08-18,POS PURCHASE,3239.10,,14864442.84
2028-08-20,ATM WITHDRAWAL,8471.05,,14855971.79
2028-08-21,UTILITY BILL,16435.95,,14839535.84
2028-08-21,REFUND,,15668.59,14855204.43
2028-08-21,ATM WITHDRAWAL,2454.68,,14852749.75
2028-08-23,INWARD REMITTANCE,,37376.10,14890125.85
2028-08-24,UTILITY BILL,6248.54,,14883877.31
2028-08-26,UTILITY BILL,8384.88,,14875492.43
2028-08-26,REFUND,,12940.18,14888432.61
2028-08-26,IMPS TRANSFER,7862.04,,14880570.57
2028-08-26,CASH DEPOSIT,,23166.83,14903737.40
2028-08-27,NEFT TRANSFER,,1019.63,14904757.03
2028-08-29,EMI DEBIT,6529.74,,14898227.29
2028-08-29,EMI DEBIT,15239.66,,14882987.63
2028-08-31,CASH DEPOSIT,,48463.24,14931450.87
2028-08-31,POS PURCHASE,5693.43,,14925757.44
2028-09-01,NEFT TRANSFER,,29923.77,14955681.21
2028-09-02,POS PURCHASE,5663.01,,14950018.20
2028-09-04,CASH DEPOSIT,,21310.42,14971328.62
2028-09-04,ATM WITHDRAWAL,16964.20,,14954364.42
2028-09-06,REFUND,,46102.02,15000466.44
2028-09-06,INWARD REMITTANCE,,16718.48,15017184.92
2028-09-06,ATM WITHDRAWAL,5339.22,,15011845.70
2028-09-06,IMPS TRANSFER,1779.36,,15010066.34
2028-09-08,INWARD REMITTANCE,,10383.53,15020449.87
2028-09-10,EMI DEBIT,1468.10,,15018981.77
2028-09-12,IMPS TRANSFER,3987.39,,15014994.38
2028-09-12,NEFT TRANSFER,,17825.57,15032819.95
2028-09-14,POS PURCHASE,11233.73,,15021586.22
2028-09-16,POS PURCHASE,19358.22,,15002228.00
2028-09-16,CASH DEPOSIT,,34603.58,15036831.58
2028-09-16,POS PURCHASE,6664.27,,15030167.31
2028-09-18,REFUND,,21381.42,15051548.73
2028-09-18,UTILITY BILL,1920.76,,15049627.97
2028-09-19,ATM WITHDRAWAL,14777.27,,15034850.70
2028-09-20,INWARD REMITTANCE,,49159.79,15084010.49
2028-09-21,INWARD REMITTANCE,,3954.60,15087965.09
2028-09-22,SALARY,,37089.87,15125054.96
2028-09-23,EMI DEBIT,17313.53,,15107741.43
2028-09-24,ATM WITHDRAWAL,16912.25,,15090829.18
2028-09-26,ATM WITHDRAWAL,15952.06,,15074877.12
2028-09-27,UTILITY BILL,18566.40,,15056310.72
2028-09-28,INWARD REMITTANCE,,2530.58,15058841.30
2028-09-28,POS PURCHASE,11722.87,,15047118.43
2028-09-29,EMI DEBIT,14117.07,,15033001.36
2028-09-29,IMPS TRANSFER,9782.01,,15023219.35
2028-09-29,ATM WITHDRAWAL,14983.83,,15008235.52
2028-09-30,EMI DEBIT,14851.92,,14993383.60
2028-10-02,ATM WITHDRAWAL,17274.65,,14976108.95
2028-10-04,ATM WITHDRAWAL,16348.50,,14959760.45
2028-10-06,INWARD REMITTANCE,,19226.59,14978987.04
2028-10-06,SALARY,,35797.01,15014784.05
2028-10-08,INWARD REMITTANCE,,26611.45,15041395.50
2028-10-09,UTILITY BILL,9822.88,,15031572.62
2028-10-10,REFUND,,14122.17,15045694.79
2028-10-11,IMPS TRANSFER,6127.53,,15039567.26
2028-10-12,SALARY,,27943.42,15067510.68
2028-10-13,CASH DEPOSIT,,2288.96,15069799.64
2028-10-14,ATM WITHDRAWAL,7616.57,,15062183.07
2028-10-16,UTILITY BILL,3547.17,,15058635.90
2028-10-16,EMI DEBIT,17414.36,,15041221.54
2028-10-18,POS PURCHASE,918.25,,15040303.29
2028-10-18,EMI DEBIT,13118.70,,15027184.59
2028-10-18,POS PURCHASE,2779.95,,15024404.64
2028-10-18,CASH DEPOSIT,,20518.35,15044922.99
2028-10-20,IMPS TRANSFER,1599.20,,15043323.79
2028-10-22,REFUND,,21346.87,15064670.66
2028-10-24,NEFT TRANSFER,,6239.47,15070910.13
2028-10-25,INWARD REMITTANCE,,41323.68,15112233.81
2028-10-26,INWARD REMITTANCE,,28613.41,15140847.22
2028-10-28,INWARD REMITTANCE,,38038.35,15178885.57
2028-10-29,SALARY,,38189.08,15217074.65
2028-10-31,SALARY,,48143.84,15265218.49
2028-11-01,CASH DEPOSIT,,34842.60,15300061.09
2028-11-03,UTILITY BILL,19580.49,,15280480.60
2028-11-04,CASH DEPOSIT,,20471.50,15300952.10
2028-11-05,INWARD REMITTANCE,,44458.61,15345410.71
2028-11-07,REFUND,,30435.42,15375846.13
2028-11-07,CASH DEPOSIT,,23468.99,15399315.12
2028-11-07,UTILITY BILL,1000.04,,15398315.08
2028-11-08,CASH DEPOSIT,,33926.07,15432241.15
2028-11-09,UTILITY BILL,1330.10,,15430911.05
2028-11-09,EMI DEBIT,5961.35,,15424949.70
2028-11-10,UTILITY BILL,17887.43,,15407062.27
2028-11-11,CASH DEPOSIT,,29860.79,15436923.06
2028-11-11,CASH DEPOSIT,,27923.48,15464846.54
2028-11-11,SALARY,,10550.08,15475396.62
2028-11-12,NEFT TRANSFER,,10798.45,15486195.07
2028-11-13,UTILITY BILL,18576.99,,15467618.08
2028-11-15,CASH DEPOSIT,,6037.15,15473655.23
2028-11-15,UTILITY BILL,19994.60,,15453660.63
2028-11-15,CASH DEPOSIT,,36037.57,15489698.20
2028-11-15,EMI DEBIT,2565.53,,15487132.67
2028-11-15,ATM WITHDRAWAL,16671.80,,15470460.87
2028-11-17,POS PURCHASE,4556.07,,15465904.80
2028-11-17,CASH DEPOSIT,,43338.57,15509243.37
2028-11-17,CASH DEPOSIT,,33268.27,15542511.64
2028-11-18,REFUND,,34531.59,15577043.23
2028-11-18,UTILITY BILL,11351.25,,15565691.98
2028-11-20,SALARY,,11443.11,15577135.09
2028-11-21,POS PURCHASE,7731.15,,15569403.94
2028-11-21,REFUND,,18908.92,15588312.86
2028-11-21,CASH DEPOSIT,,7322.07,15595634.93
2028-11-23,SALARY,,10687.00,15606321.93
2028-11-25,INWARD REMITTANCE,,43221.32,15649543.25
2028-11-27,REFUND,,19978.40,15669521.65
2028-11-27,IMPS TRANSFER,18385.90,,15651135.75
2028-11-29,IMPS TRANSFER,8198.10,,15642937.65
2028-11-30,POS PURCHASE,14044.32,,15628893.33
2028-11-30,SALARY,,33119.35,15662012.68
2028-12-02,NEFT TRANSFER,,7793.16,15669805.84
2028-12-04,SALARY,,36666.03,15706471.87
2028-12-06,SALARY,,44855.87,15751327.74
2028-12-08,POS PURCHASE,5952.95,,15745374.79
2028-12-10,IMPS TRANSFER,10422.02,,15734952.77
2028-12-12,CASH DEPOSIT,,23700.91,15758653.68
2028-12-13,SALARY,,42664.94,15801318.62
2028-12-15,EMI DEBIT,9750.69,,15791567.93
2028-12-15,POS PURCHASE,14639.03,,15776928.90
2028-12-15,REFUND,,14401.45,15791330.35
2028-12-17,POS PURCHASE,211.70,,15791118.65
2028-12-17,SALARY,,46792.61,15837911.26
2028-12-17,IMPS TRANSFER,10214.39,,15827696.87
2028-12-19,EMI DEBIT,10427.36,,15817269.51
2028-12-19,POS PURCHASE,4417.99,,15812851.52
2028-12-19,CASH DEPOSIT,,19915.15,15832766.67
2028-12-20,EMI DEBIT,10656.99,,15822109.68
2028-12-22,IMPS TRANSFER,18359.69,,15803749.99
2028-12-22,IMPS TRANSFER,10959.50,,15792790.49
2028-12-24,SALARY,,25541.86,15818332.35
2028-12-24,IMPS TRANSFER,9442.63,,15808889.72
2028-12-26,NEFT TRANSFER,,22473.56,15831363.28
2028-12-28,ATM WITHDRAWAL,19808.23,,15811555.05
2028-12-30,SALARY,,13829.54,15825384.59
2028-12-31,INWARD REMITTANCE,,503.88,15825888.47
2029-01-01,CASH DEPOSIT,,4925.57,15830814.04
2029-01-02,CASH DEPOSIT,,20968.34,15851782.38
2029-01-02,EMI DEBIT,11416.71,,15840365.67
2029-01-03,IMPS TRANSFER,1453.02,,15838912.65
2029-01-04,ATM WITHDRAWAL,1195.60,,15837717.05
2029-01-06,UTILITY BILL,9095.68,,15828621.37
2029-01-06,NEFT TRANSFER,,41784.34,15870405.71
2029-01-07,IMPS TRANSFER,3284.39,,15867121.32
2029-01-08,REFUND,,1579.92,15868701.24
2029-01-08,SALARY,,22980.86,15891682.10
2029-01-09,UTILITY BILL,16073.62,,15875608.48
2029-01-10,REFUND,,20410.53,15896019.01
2029-01-11,CASH DEPOSIT,,41817.83,15937836.84
2029-01-12,EMI DEBIT,1662.20,,15936174.64
2029-01-12,INWARD REMITTANCE,,39843.33,15976017.97
2029-01-12,REFUND,,28575.86,16004593.83
2029-01-14,CASH DEPOSIT,,27682.20,16032276.03
2029-01-14,SALARY,,37767.35,16070043.38
2029-01-16,NEFT TRANSFER,,44400.46,16114443.84
2029-01-17,IMPS TRANSFER,13982.75,,16100461.09
2029-01-19,INWARD REMITTANCE,,4345.94,16104807.03
2029-01-20,NEFT TRANSFER,,29027.35,16133834.38
2029-01-22,POS PURCHASE,5281.30,,16128553.08
2029-01-23,POS PURCHASE,9621.41,,16118931.67
2029-01-23,NEFT TRANSFER,,34324.82,16153256.49
2029-01-25,SALARY,,24513.02,16177769.51
2029-01-27,IMPS TRANSFER,16251.05,,16161518.46
2029-01-29,POS PURCHASE,11243.48,,16150274.98
2029-01-30,IMPS TRANSFER,5106.45,,16145168.53
2029-01-31,NEFT TRANSFER,,2065.93,16147234.46
2029-01-31,REFUND,,19549.98,16166784.44
2029-01-31,ATM WITHDRAWAL,16646.18,,16150138.26
2029-02-02,INWARD REMITTANCE,,46923.82,16197062.08
2029-02-04,EMI DEBIT,5289.12,,16191772.96
2029-02-05,EMI DEBIT,12311.57,,16179461.39
2029-02-05,EMI DEBIT,7476.15,,16171985.24
2029-02-07,INWARD REMITTANCE,,12775.47,16184760.71
2029-02-07,ATM WITHDRAWAL,10015.21,,16174745.50
2029-02-09,REFUND,,1344.53,16176090.03
2029-02-11,UTILITY BILL,14634.62,,16161455.41
2029-02-13,INWARD REMITTANCE,,5656.87,16167112.28
2029-02-15,POS PURCHASE,10866.22,,16156246.06
2029-02-16,UTILITY BILL,6542.42,,16149703.64
2029-02-17,UTILITY BILL,8974.92,,16140728.72
2029-02-19,ATM WITHDRAWAL,14948.50,,16125780.22
2029-02-21,NEFT TRANSFER,,15336.03,16141116.25
2029-02-23,POS PURCHASE,4978.25,,16136138.00
2029-02-24,REFUND,,36638.89,16172776.89
2029-02-25,INWARD REMITTANCE,,19980.47,16192757.36
2029-02-27,INWARD REMITTANCE,,20710.72,16213468.08
2029-02-27,NEFT TRANSFER,,33461.16,16246929.24
2029-02-28,POS PURCHASE,6917.48,,16240011.76
2029-03-01,SALARY,,12846.17,16252857.93
2029-03-03,INWARD REMITTANCE,,28417.93,16281275.86
2029-03-04,CASH DEPOSIT,,44804.15,16326080.01
2029-03-04,REFUND,,30155.59,16356235.60
2029-03-05,EMI DEBIT,14135.77,,16342099.83
2029-03-07,SALARY,,12860.23,16354960.06
2029-03-07,CASH DEPOSIT,,27461.70,16382421.76
2029-03-09,UTILITY BILL,6877.79,,16375543.97
2029-03-10,NEFT TRANSFER,,25718.69,16401262.66
2029-03-12,NEFT TRANSFER,,6066.39,16407329.05
2029-03-12,REFUND,,14996.65,16422325.70
2029-03-13,ATM WITHDRAWAL,1388.09,,16420937.61
2029-03-15,EMI DEBIT,4436.13,,16416501.48
2029-03-16,INWARD REMITTANCE,,1379.70,16417881.18
2029-03-16,UTILITY BILL,16677.19,,16401203.99
2029-03-16,REFUND,,7480.77,16408684.76
2029-03-16,REFUND,,36084.49,16444769.25
2029-03-18,INWARD REMITTANCE,,6118.41,16450887.66
2029-03-19,EMI DEBIT,12146.46,,16438741.20
2029-03-20,POS PURCHASE,1215.66,,16437525.54
2029-03-21,POS PURCHASE,1992.34,,16435533.20
2029-03-23,REFUND,,19911.90,16455445.10
2029-03-24,IMPS TRANSFER,16009.36,,16439435.74
2029-03-25,CASH DEPOSIT,,20231.78,16459667.52
2029-03-27,POS PURCHASE,17843.17,,16441824.35
2029-03-27,INWARD REMITTANCE,,35655.86,16477480.21
2029-03-29,IMPS TRANSFER,2364.82,,16475115.39
2029-03-31,POS PURCHASE,19621.31,,16455494.08
2029-04-02,CASH DEPOSIT,,49037.41,16504531.49
2029-04-04,EMI DEBIT,12510.09,,16492021.40
2029-04-06,REFUND,,26929.86,16518951.26
2029-04-06,REFUND,,39360.43,16558311.69
2029-04-07,SALARY,,38303.26,16596614.95
2029-04-07,UTILITY BILL,2833.25,,16593781.70
2029-04-08,REFUND,,18836.95,16612618.65
2029-04-10,UTILITY BILL,8252.92,,16604365.73
2029-04-10,SALARY,,27320.62,16631686.35
2029-04-12,INWARD REMITTANCE,,26542.42,16658228.77
2029-04-14,REFUND,,34066.92,16692295.69
2029-04-16,UTILITY BILL,12512.34,,16679783.35
2029-04-17,IMPS TRANSFER,19726.52,,16660056.83
2029-04-18,ATM WITHDRAWAL,15571.75,,16644485.08
2029-04-19,SALARY,,43432.16,16687917.24
2029-04-20,ATM WITHDRAWAL,2144.72,,16685772.52
2029-04-21,ATM WITHDRAWAL,15478.28,,16670294.24
2029-04-21,IMPS TRANSFER,7194.80,,16663099.44
2029-04-21,CASH DEPOSIT,,48004.33,16711103.77
2029-04-22,NEFT TRANSFER,,3388.62,16714492.39
2029-04-23,REFUND,,3257.04,16717749.43
2029-04-24,CASH DEPOSIT,,7495.91,16725245.34
2029-04-25,EMI DEBIT,11741.84,,16713503.50
2029-04-25,REFUND,,40062.30,16753565.80
2029-04-26,SALARY,,14141.24,16767707.04
2029-04-28,NEFT TRANSFER,,42464.61,16810171.65
2029-04-28,IMPS TRANSFER,7063.96,,16803107.69
2029-04-28,IMPS TRANSFER,12515.31,,16790592.38
2029-04-28,REFUND,,35237.69,16825830.07
2029-04-28,IMPS TRANSFER,7127.33,,16818702.74
2029-04-29,INWARD REMITTANCE,,24358.72,16843061.46
2029-04-29,UTILITY BILL,12043.33,,16831018.13
2029-05-01,ATM WITHDRAWAL,316.00,,16830702.13
2029-05-01,UTILITY BILL,16238.57,,16814463.56
2029-05-02,INWARD REMITTANCE,,47333.57,16861797.13
2029-05-03,CASH DEPOSIT,,22234.60,16884031.73
2029-05-05,IMPS TRANSFER,9165.09,,16874866.64
2029-05-05,REFUND,,4550.65,16879417.29
2029-05-07,UTILITY BILL,10586.52,,16868830.77
2029-05-07,EMI DEBIT,6495.59,,16862335.18
2029-05-08,CASH DEPOSIT,,49227.08,16911562.26
2029-05-09,SALARY,,34430.82,16945993.08
2029-05-09,UTILITY BILL,16705.12,,16929287.96
2029-05-10,REFUND,,9878.95,16939166.91
2029-05-12,IMPS TRANSFER,6699.93,,16932466.98
2029-05-12,POS PURCHASE,12509.45,,16919957.53
2029-05-12,INWARD REMITTANCE,,4755.50,16924713.03
2029-05-13,CASH DEPOSIT,,46277.58,16970990.61
2029-05-15,SALARY,,47162.70,17018153.31
2029-05-15,IMPS TRANSFER,4058.73,,17014094.58
2029-05-16,ATM WITHDRAWAL,19191.34,,16994903.24
2029-05-18,INWARD REMITTANCE,,41577.59,17036480.83
2029-05-20,UTILITY BILL,14958.64,,17021522.19
2029-05-21,CASH DEPOSIT,,22704.21,17044226.40
2029-05-21,ATM WITHDRAWAL,3964.34,,17040262.06
2029-05-23,INWARD REMITTANCE,,38241.06,17078503.12
2029-05-24,UTILITY BILL,6514.49,,17071988.63
2029-05-26,INWARD REMITTANCE,,38931.94,17110920.57
2029-05-26,EMI DEBIT,10368.83,,17100551.74
2029-05-27,EMI DEBIT,9175.81,,17091375.93
2029-05-28,CASH DEPOSIT,,23299.12,17114675.05
2029-05-29,CASH DEPOSIT,,29829.26,17144504.31
2029-05-29,CASH DEPOSIT,,19313.73,17163818.04
2029-05-31,IMPS TRANSFER,13050.98,,17150767.06
2029-05-31,SALARY,,14911.07,17165678.13
2029-06-02,SALARY,,22380.47,17188058.60
2029-06-04,SALARY,,24326.15,17212384.75
2029-06-06,UTILITY BILL,18867.85,,17193516.90
2029-06-08,CASH DEPOSIT,,43572.27,17237089.17
2029-06-09,CASH DEPOSIT,,12945.37,17250034.54
2029-06-10,REFUND,,33581.26,17283615.80
2029-06-11,EMI DEBIT,2876.84,,17280738.96
2029-06-13,IMPS TRANSFER,6344.17,,17274394.79
2029-06-15,REFUND,,11838.43,17286233.22
2029-06-17,POS PURCHASE,9275.17,,17276958.05
2029-06-19,REFUND,,4483.22,17281441.27
2029-06-21,NEFT TRANSFER,,33768.94,17315210.21
2029-06-23,EMI DEBIT,2322.26,,17312887.95
2029-06-23,NEFT TRANSFER,,31738.86,17344626.81
2029-06-25,CASH DEPOSIT,,18580.25,17363207.06
2029-06-26,EMI DEBIT,5064.72,,17358142.34
2029-06-28,INWARD REMITTANCE,,49389.09,17407531.43
2029-06-28,UTILITY BILL,12516.12,,17395015.31
2029-06-28,REFUND,,1663.47,17396678.78
2029-06-30,UTILITY BILL,3922.18,,17392756.60
2029-07-01,UTILITY BILL,16517.42,,17376239.18
2029-07-02,UTILITY BILL,15069.61,,17361169.57
2029-07-02,EMI DEBIT,2061.61,,17359107.96
2029-07-03,ATM WITHDRAWAL,19622.74,,17339485.22
2029-07-05,INWARD REMITTANCE,,40559.89,17380045.11
2029-07-05,UTILITY BILL,8923.57,,17371121.54
2029-07-06,ATM WITHDRAWAL,12681.43,,17358440.11
2029-07-08,IMPS TRANSFER,18327.67,,17340112.44
2029-07-08,NEFT TRANSFER,,42000.23,17382112.67
2029-07-08,INWARD REMITTANCE,,7218.48,17389331.15
2029-07-10,ATM WITHDRAWAL,7944.92,,17381386.23
2029-07-12,EMI DEBIT,14103.97,,17367282.26
2029-07-14,CASH DEPOSIT,,34155.89,17401438.15
2029-07-14,REFUND,,36374.38,17437812.53
2029-07-16,POS PURCHASE,15718.78,,17422093.75
2029-07-18,IMPS TRANSFER,4471.07,,17417622.68
2029-07-18,POS PURCHASE,10810.09,,17406812.59
2029-07-18,SALARY,,48967.86,17455780.45
2029-07-18,SALARY,,23660.69,17479441.14
2029-07-19,NEFT TRANSFER,,17174.63,17496615.77
2029-07-21,REFUND,,44098.86,17540714.63
2029-07-21,EMI DEBIT,15984.54,,17524730.09
2029-07-22,UTILITY BILL,17543.92,,17507186.17
2029-07-22,REFUND,,17528.59,17524714.76
2029-07-24,REFUND,,3881.59,17528596.35
2029-07-26,EMI DEBIT,7376.47,,17521219.88
2029-07-28,UTILITY BILL,5913.57,,17515306.31
2029-07-28,INWARD REMITTANCE,,37585.92,17552892.23
2029-07-28,CASH DEPOSIT,,34393.21,17587285.44
2029-07-29,EMI DEBIT,1263.96,,17586021.48
2029-07-31,UTILITY BILL,1702.23,,17584319.25
2029-07-31,IMPS TRANSFER,8733.81,,17575585.44
2029-08-02,SALARY,,41194.14,17616779.58
2029-08-03,NEFT TRANSFER,,9592.04,17626371.62
2029-08-04,UTILITY BILL,14300.17,,17612071.45
2029-08-04,REFUND,,5417.90,17617489.35
2029-08-05,INWARD REMITTANCE,,25733.71,17643223.06
2029-08-06,SALARY,,21641.35,17664864.41
2029-08-08,CASH DEPOSIT,,16142.39,17681006.80
2029-08-09,UTILITY BILL,4075.41,,17676931.39
2029-08-11,ATM WITHDRAWAL,11824.06,,17665107.33
2029-08-13,EMI DEBIT,7830.28,,17657277.05
2029-08-15,SALARY,,46113.50,17703390.55
2029-08-17,POS PURCHASE,12171.57,,17691218.98
2029-08-17,SALARY,,21907.93,17713126.91
2029-08-18,EMI DEBIT,14353.21,,17698773.70
